player_display_name,position,season,games,tackles,assisted_tackles,sacks,tfl,forced_fumbles,def_interceptions,pass_deflections,def_tds
Mike Hilton,DB,2019,16,50,13,1.5,6,1,1,11,0
Jarrod Wilson,DB,2019,15,52,21,0,6,1,2,4,0
Trevon Coley,DL,2019,4,3,3,0,0,0,0,0,0
Patrick Onwuasor,LB,2019,14,45,16,3,5,1,0,1,0
Michael Pierce,DL,2019,13,19,16,0.5,2,0,0,0,0
Jonathan Jones,DB,2019,15,37,13,0,0,2,0,8,0
Cre'von LeBlanc,DB,2019,1,7,1,0,0,0,0,2,0
Brian Poole,DB,2019,14,47,11,0,4,1,1,5,1
James Burgess,LB,2019,10,50,29,0.5,8,1,1,5,0
Reggie Gilbert,DL,2019,9,10,8,1,1,0,0,1,0
Andrew Adams,DB,2019,11,41,4,0,3,1,1,3,0
Donte Deayon,DB,2019,1,1,0,0,0,0,0,0,0
Romeo Okwara,DL,2019,12,14,14,1.5,1,1,0,0,0
Brandin Bryant,DL,2019,3,2,1,0,0,0,0,0,0
Roy Robertson-Harris,DL,2019,14,22,8,2.5,3,0,0,3,0
Morgan Fox,DL,2019,14,12,6,2,3,0,0,0,0
Cory Littleton,LB,2019,16,78,56,3.5,6,2,2,9,0
Joel Heath,DL,2019,1,0,0,0,0,0,0,0,0
Brennan Scarlett,LB,2019,13,30,18,3.5,3,2,0,1,0
Cassanova McKinzy,LB,2019,1,1,0,1,0,0,0,0,0
Vernon Hargreaves,DB,2019,15,52,9,0,1,0,1,6,1
Sheldon Rankins,DL,2019,6,7,3,2,2,0,0,0,0
Chris Jones,DL,2019,19,37,18,9,8,1,0,10,0
Austin Johnson,DL,2019,12,11,12,0,1,0,0,1,0
Ryan Smith,DB,2019,3,3,1,0,0,0,0,1,0
Nick Kwiatkoski,LB,2019,10,49,18,3,8,1,1,4,0
Deon Bush,DB,2019,5,6,0,0,0,0,0,2,0
Matt Ioannidis,DL,2019,16,42,22,8.5,11,0,0,1,0
LeShaun Sims,DB,2019,5,22,7,0,0,0,0,2,0
Marqui Christian,DB,2019,12,25,7,0,1,0,0,2,0
D.J. White,DB,2019,1,0,0,0,0,0,0,0,0
Devante Bond,LB,2019,3,3,0,0,1,0,0,0,0
Jordan Lucas,DB,2019,5,0,2,0,0,0,0,1,0
Jalen Mills,DB,2019,9,29,12,0,0,0,1,7,0
Clayton Fejedelem,DB,2019,7,12,1,0,0,0,0,0,0
Joe Walker,LB,2019,11,38,20,0,5,1,0,0,0
Rolan Milligan,DB,2019,4,8,2,0,0,0,0,0,0
Kevin Peterson,DB,2019,6,12,4,0,0,0,0,2,0
Antwaun Woods,DL,2019,10,11,12,0,1,0,0,0,0
Ken Crawley,DB,2019,2,6,0,0,0,0,0,0,0
Mitchell Loewen,DL,2019,1,2,0,0,0,0,0,0,0
Karl Joseph,DB,2019,9,37,11,0,4,0,1,3,0
A'Shawn Robinson,DL,2019,12,32,8,1.5,3,1,0,3,0
James Bradberry,DB,2019,15,51,14,1,1,0,3,12,0
Daryl Worley,DB,2019,15,51,7,0,1,0,1,8,0
Nick Vigil,LB,2019,16,60,51,1,3,1,1,5,0
Jatavis Brown,LB,2019,3,4,1,0,0,0,0,0,0
Antonio Hamilton,DB,2019,4,8,4,0,0,0,0,4,0
Tony McRae,DB,2019,5,13,2,0,1,0,0,1,0
Vonn Bell,DB,2019,13,63,23,1.5,4,2,1,5,1
Noah Spence,DL,2019,3,1,2,1,0,0,0,0,0
Kyler Fackrell,LB,2019,13,11,8,1,2,0,0,0,0
Will Parks,DB,2019,10,25,6,1,1,0,1,2,0
Vernon Butler,DL,2019,13,22,10,6,7,3,0,0,0
Myles Jack,LB,2019,11,42,24,0.5,3,0,1,4,0
Jordan Jenkins,DL,2019,14,21,11,8,9,2,0,3,0
Justin Simmons,DB,2019,16,65,28,0,2,0,4,15,0
Sheldon Day,DL,2019,12,10,5,1,3,0,0,0,0
Branden Jackson,DL,2019,11,14,6,2,2,0,0,2,0
Eric Murray,DB,2019,7,15,8,1,3,0,0,1,0
Jihad Ward,LB,2019,9,3,4,1,1,0,0,1,0
Anthony Brown,DB,2019,7,11,6,0,1,0,0,5,0
Kavon Frazier,DB,2019,3,3,1,0,0,0,0,0,0
Xavien Howard,DB,2019,5,12,5,0,0,0,1,4,0
David Onyemata,DL,2019,15,22,10,3,3,0,0,1,0
Jaylon Smith,LB,2019,16,83,59,2.5,6,2,1,9,0
Sean Davis,DB,2019,1,5,0,0,0,0,0,0,0
Jalen Ramsey,DB,2019,11,44,6,0,0,2,1,5,0
Reggie Ragland,LB,2019,12,23,6,2,4,0,0,0,1
T.J. Green,DB,2019,1,2,0,0,0,0,0,0,0
Adam Gotsis,DL,2019,7,11,5,0,1,0,0,2,0
Andrew Billings,DL,2019,13,18,17,1,4,0,0,0,0
Javien Elliott,DB,2019,11,23,14,0.5,1,0,1,2,0
Leonard Floyd,DL,2019,15,27,13,3,3,0,0,1,0
Emmanuel Ogbah,DL,2019,10,23,9,5.5,6,1,0,3,0
Darian Thompson,DB,2019,9,21,17,1.5,3,0,0,3,0
Kendall Fuller,DB,2019,11,34,15,1,3,0,0,2,0
Jonathan Bullard,DL,2019,8,14,8,1.5,4,0,0,0,0
Shaq Lawson,DL,2019,14,21,11,6.5,13,1,0,2,0
Artie Burns,DB,2019,3,4,3,0,0,0,0,0,0
William Jackson,DB,2019,14,26,11,0,1,0,1,3,0
Javon Hargrave,DL,2019,15,35,25,4,7,1,0,0,0
Kenny Clark,DL,2019,16,31,31,6,9,1,0,1,0
B.J. Goodson,LB,2019,12,22,13,0,0,0,0,0,0
Shilique Calhoun,LB,2019,8,6,3,0,0,1,0,0,0
Yannick Ngakoue,DL,2019,15,36,5,8,13,4,1,6,1
Will Redmond,DB,2019,6,19,9,0,1,0,0,1,0
Joe Schobert,LB,2019,16,89,44,2,7,2,4,9,0
Carl Nassib,LB,2019,13,24,10,6,8,1,0,0,0
Maliek Collins,DL,2019,15,15,5,4,6,0,0,0,0
Kevin Byard,DB,2019,16,57,22,0,2,0,5,9,0
Darron Lee,LB,2019,7,16,7,0,0,0,0,0,0
Joey Bosa,DL,2019,16,47,20,11.5,18,1,0,0,0
Chris Odom,DL,2019,3,6,1,2,1,1,0,0,0
Marlon Humphrey,DB,2019,16,53,12,0,4,2,3,14,2
Tyus Bowser,LB,2019,15,16,4,5,3,1,0,2,1
Daeshon Hall,DL,2019,4,3,1,1,1,0,0,0,0
Chuck Clark,DB,2019,15,43,25,1,2,2,1,9,0
D.J. Jones,DL,2019,9,19,4,2,4,1,0,0,0
Adrian Colbert,DB,2019,6,14,6,0,0,0,0,2,0
Eric Wilson,LB,2019,13,32,25,3,6,0,0,0,0
Hardy Nickerson,LB,2019,3,3,1,0,0,0,0,0,0
Josh Tupou,DL,2019,10,14,13,0,3,1,0,0,0
Adam Butler,DL,2019,11,17,9,6,8,0,0,5,0
Harvey Langi,LB,2019,6,5,3,0,1,0,0,1,0
Kenny Moore,DB,2019,11,50,11,2.5,4,0,2,3,0
Torry McTyer,DB,2019,1,2,0,0,1,0,0,0,0
Bryan Cox,DL,2019,7,10,3,0.5,2,0,0,0,0
Cole Luke,DB,2019,1,2,0,0,0,0,0,0,0
Maurice Smith,DB,2019,1,1,0,0,0,0,0,0,0
Donald Payne,LB,2019,7,35,25,1,3,0,0,1,0
Greg Mabin,DB,2019,2,1,0,0,0,0,0,1,0
Breon Borders,DB,2019,2,6,1,0,0,0,0,0,0
Nicholas Morrow,LB,2019,16,49,18,0,2,0,1,4,0
Austin Calitro,LB,2019,5,28,10,1,4,0,0,1,0
Raekwon McMillan,LB,2019,13,35,37,0,3,0,0,1,0
Carl Lawson,DL,2019,12,17,6,5,6,0,0,0,0
Vincent Taylor,DL,2019,3,6,0,0,1,0,0,1,0
Devaroe Lawrence,DL,2019,8,4,4,0,2,0,1,1,0
Arthur Maulet,DB,2019,8,25,12,0,5,0,1,2,0
Damontae Kazee,DB,2019,16,42,27,0,2,0,3,3,0
Jonathan Allen,DL,2019,14,46,22,6,7,0,0,1,0
Kevin King,DB,2019,15,56,10,1,3,1,5,15,0
Ryan Anderson,LB,2019,16,29,14,4,4,4,0,1,0
Montae Nicholson,DB,2019,13,45,16,0,0,0,2,4,0
Jarrad Davis,LB,2019,11,38,25,2,4,3,0,1,0
Takk McKinley,DL,2019,13,18,11,3.5,7,0,0,0,0
Taco Charlton,DL,2019,8,14,7,5,3,2,0,0,0
Sidney Jones,DB,2019,9,18,3,0,1,0,2,8,0
Quincy Wilson,DB,2019,7,9,2,0,0,0,0,0,0
Dalvin Tomlinson,DL,2019,15,23,26,3.5,7,1,0,0,0
Zach Cunningham,LB,2019,16,95,42,2,7,0,0,2,0
Chidobe Awuzie,DB,2019,16,48,31,0,1,0,1,14,0
Duke Riley,LB,2019,4,5,0,0,0,0,0,0,0
Rasul Douglas,DB,2019,12,24,11,0,3,0,0,10,0
Tedric Thompson,DB,2019,6,9,10,0,0,0,2,2,0
Jalen Reeves-Maybin,LB,2019,6,17,7,0,1,0,0,0,0
Carlos Watkins,DL,2019,9,10,13,1,1,0,0,1,0
Desmond King,DB,2019,14,39,11,2.5,4,1,0,2,0
Nate Hairston,DB,2019,7,21,3,0,2,0,1,3,0
Anthony Walker,LB,2019,16,83,40,2.5,6,1,1,2,0
Matt Milano,LB,2019,15,64,36,1.5,7,1,0,9,0
Avery Moss,DL,2019,10,11,14,0,0,1,0,0,0
Nathan Gerry,LB,2019,15,47,25,2.5,4,0,2,5,1
Xavier Woods,DB,2019,15,51,24,0,1,2,2,5,0
Tanner Vallejo,LB,2019,3,7,0,1,2,1,0,0,0
Isaac Rochell,DL,2019,8,3,7,1,1,0,0,1,0
Joey Ivie,DL,2019,3,0,2,0,0,0,0,0,0
Pat O'Connor,DL,2019,1,2,0,0,0,0,0,0,0
Eli Ankou,DL,2019,6,5,2,0,1,0,0,0,0
Ryan Lewis,DB,2019,8,19,5,0,1,0,1,5,0
Isaiah Irving,LB,2019,10,7,3,0,0,0,0,0,0
Joseph Jones,LB,2019,1,0,0,0,0,0,0,0,0
Carroll Phillips,DL,2019,1,0,0,0,0,0,0,0,0
Michael Davis,DB,2019,11,31,8,0,0,0,2,9,0
Calvin Munson,LB,2019,2,5,2,0,0,0,0,0,0
Jamal Perry,DB,2019,14,35,18,0,2,0,1,6,0
Jeremiah Valoaga,DL,2019,3,2,0,0,0,0,0,1,0
Dylan Cole,LB,2019,7,6,2,0,0,0,0,1,0
Justin Hardee,DB,2019,4,6,0,0,0,0,0,0,0
Dee Virgin,DB,2019,4,0,0,0,0,0,0,0,0
DeMarcus Walker,DL,2019,9,13,9,4,5,0,0,1,0
Ahkello Witherspoon,DB,2019,8,24,4,0,1,0,1,9,1
Eddie Jackson,DB,2019,15,51,9,1,5,1,2,5,0
Ryan Glasgow,DL,2019,4,1,6,0,0,0,0,0,0
Jordan Evans,LB,2019,6,2,4,0,0,0,0,1,0
Brandon Wilson,DB,2019,9,11,7,0,0,2,0,0,0
Rudy Ford,DB,2019,2,1,1,0,0,0,0,0,0
Jamal Carter,LB,2019,7,5,4,0,0,0,0,1,0
Davon Godchaux,DL,2019,16,33,42,2,4,0,0,1,0
Myles Garrett,DL,2019,10,20,9,10,11,2,0,0,0
Solomon Thomas,DL,2019,14,15,6,2,3,0,0,0,0
Jamal Adams,DB,2019,14,61,14,6.5,10,2,1,7,2
Marshon Lattimore,DB,2019,14,46,11,0,1,0,1,14,0
Haason Reddick,LB,2019,14,43,33,1,6,0,0,6,0
Derek Barnett,DL,2019,13,25,5,6.5,10,2,0,0,0
Malik Hooker,DB,2019,12,30,21,0,1,0,2,3,0
Adoree' Jackson,DB,2019,11,39,6,0,3,0,0,6,0
Charles Harris,DL,2019,10,11,12,0.5,3,0,0,0,0
Gareon Conley,DB,2019,14,36,14,0,0,0,1,13,0
Jabrill Peppers,DB,2019,11,51,25,0,5,3,1,5,1
Tre'Davious White,DB,2019,14,48,10,1,4,2,6,17,0
T.J. Watt,LB,2019,16,35,20,14.5,14,8,2,8,0
Budda Baker,DB,2019,16,104,43,0.5,7,1,0,6,0
Marcus Maye,DB,2019,16,49,14,0,1,0,1,7,0
Marcus Williams,DB,2019,14,38,15,0,0,1,4,13,1
Tanoh Kpassagnon,DL,2019,14,21,8,4,6,1,0,2,0
Josh Jones,DB,2019,2,1,0,0,0,0,0,0,0
Larry Ogunjobi,DL,2019,14,35,15,5.5,10,0,0,1,0
Dawuane Smoot,DL,2019,11,12,5,6,6,0,0,0,0
Jordan Willis,DL,2019,4,4,3,1,0,1,0,0,0
Chris Wormley,DL,2019,15,17,16,1.5,2,0,0,2,0
Alex Anzalone,LB,2019,2,7,0,1,1,0,0,0,0
Tim Williams,LB,2019,2,2,0,0,0,0,0,0,0
Tarell Basham,DL,2019,14,16,12,2,3,0,1,6,0
Fabian Moreau,DB,2019,12,33,11,0,0,0,3,5,0
Eddie Vanderdoes,DL,2019,3,5,3,0,0,0,0,0,0
Shaquill Griffin,DB,2019,14,45,20,0,2,0,0,13,0
John Johnson,DB,2019,6,24,27,0,2,0,2,2,0
Jourdan Lewis,DB,2019,14,37,12,4,4,0,2,6,1
Montravius Adams,DL,2019,9,4,7,0,0,0,0,3,0
Cameron Sutton,DB,2019,13,13,3,1,2,0,1,5,0
Delano Hill,DB,2019,8,13,10,0,0,0,0,0,0
Trey Hendrickson,DL,2019,11,11,8,4.5,4,1,0,0,0
Vince Biegel,LB,2019,13,26,31,2.5,7,0,1,1,0
Jaleel Johnson,DL,2019,13,15,14,3.5,5,0,0,0,0
Rayshawn Jenkins,DB,2019,16,34,19,0,2,0,3,4,0
Ben Gedeon,LB,2019,4,7,4,0,0,0,0,0,0
Samson Ebukam,DL,2019,16,26,21,4.5,5,1,0,4,0
Deatrich Wise,DL,2019,13,20,6,2,3,1,0,0,0
Grover Stewart,DL,2019,15,14,16,3,5,0,0,1,0
Jayon Brown,LB,2019,14,68,36,1,3,0,1,8,1
Marquel Lee,LB,2019,4,5,0,0,1,0,0,0,0
Tanzel Smart,DL,2019,6,2,5,0,0,0,0,0,0
Al-Quadin Muhammad,DL,2019,15,20,7,3,8,1,0,0,0
Ifeadi Odenigbo,DL,2019,12,18,5,7,7,1,0,0,1
Elijah Lee,LB,2019,3,2,3,0,1,0,0,0,0
Treyvon Hester,DL,2019,5,2,6,1,1,0,0,0,0
Danny Johnson,DB,2019,2,10,1,0,0,0,0,1,0
Robert Jackson,DB,2019,1,1,0,0,0,0,0,0,0
George Odum,DB,2019,11,26,5,0,0,2,0,0,0
Emmanuel Moseley,DB,2019,12,37,6,0,2,0,1,8,0
Trey Marshall,DB,2019,5,13,6,0,0,1,0,0,0
J.T. Gray,DB,2019,2,1,0,0,0,0,0,0,0
Linden Stephens,DB,2019,2,3,0,0,0,0,0,0,0
Chris Lammons,DB,2019,9,7,5,0,0,0,1,3,0
Jacob Tuioti-Mariner,LB,2019,5,8,6,0,1,1,0,0,0
Jake Martin,DL,2019,8,6,5,3.5,3,1,0,0,0
Devante Downs,LB,2019,1,0,0,0,0,0,0,0,0
Raven Greene,DB,2019,2,6,1,0,0,0,0,1,0
Tyler Lancaster,DL,2019,12,17,13,1.5,2,1,0,0,0
Darious Williams,DB,2019,5,11,1,0,1,0,2,4,0
Olasunkanmi Adeniyi,LB,2019,3,1,1,0,0,0,0,0,0
Holton Hill,DB,2019,4,12,0,0,0,0,0,1,0
Hercules Mata'afa,DL,2019,3,1,0,0,1,0,0,1,0
Jonathan Wynn,DL,2019,1,0,1,0,0,0,0,0,0
Poona Ford,DL,2019,14,21,11,0.5,5,0,0,1,0
Daniel Ekuale,DL,2019,3,3,1,0,1,0,0,0,0
P.J. Hall,DL,2019,13,18,8,1.5,5,0,0,0,0
Tarvarius Moore,DB,2019,6,10,5,0,0,0,0,3,0
Jalyn Holmes,DL,2019,2,2,2,0,1,0,0,0,0
Anthony Averett,DB,2019,6,13,1,0,1,0,0,2,0
Kenny Young,LB,2019,3,11,2,0,3,1,0,0,0
Parry Nickerson,DB,2019,2,2,1,0,0,0,0,0,0
Folorunso Fatukasi,DL,2019,12,14,13,1,7,0,0,1,0
Simeon Thomas,DB,2019,4,2,3,0,0,0,0,0,0
DeShon Elliott,DB,2019,2,3,0,0,0,0,0,1,0
Jullian Taylor,DL,2019,5,7,2,0,4,0,0,1,0
Zach Sieler,DL,2019,6,5,6,1,1,0,0,2,0
Ben Niemann,LB,2019,13,30,20,0,1,0,0,1,0
Frankie Luvu,LB,2019,3,4,1,1,1,0,0,0,0
Craig James,DB,2019,4,5,1,0,0,0,0,1,0
Kentavius Street,DL,2019,2,4,0,0,1,0,0,0,0
Taylor Stallworth,DL,2019,4,5,3,0,0,0,0,0,0
Robert McCray,DL,2019,1,1,0,0,0,0,0,0,0
Daron Payne,DL,2019,15,32,24,2,3,0,0,2,0
Troy Apke,DB,2019,4,13,2,0,2,0,1,2,0
Shaun Dion Hamilton,LB,2019,14,35,12,1,5,1,1,2,0
Marcus Davenport,LB,2019,12,15,16,6,5,3,0,0,0
Uchenna Nwosu,LB,2019,13,21,6,2,5,1,0,1,0
Kemoko Turay,DL,2019,4,2,3,1.5,0,1,0,0,0
M.J. Stewart,DB,2019,6,28,7,0,0,0,0,2,0
Donte Jackson,DB,2019,12,32,8,0,1,0,3,8,0
Isaiah Oliver,DB,2019,16,49,12,0,0,1,0,11,0
Tyquan Lewis,DL,2019,5,3,2,0,1,0,0,0,0
Lorenzo Carter,LB,2019,15,25,20,4.5,6,1,0,5,0
Justin Reid,DB,2019,15,57,21,0,1,0,2,5,0
Rashaan Gaulden,DB,2019,1,1,0,0,0,0,0,0,0
Deadrin Senat,DL,2019,1,0,0,0,0,0,0,0,0
Josey Jewell,LB,2019,7,18,16,1.5,1,0,0,0,0
Da'Shawn Hand,DL,2019,3,4,2,0,1,0,0,1,0
Joel Iyiegbuniwe,LB,2019,2,0,0,0,0,0,0,0,0
Dorance Armstrong,DL,2019,11,11,3,2,1,1,0,0,0
Jordan Whitehead,DB,2019,14,49,19,0,4,0,1,9,0
Kyzir White,LB,2019,14,25,15,0,1,0,1,2,0
Taron Johnson,DB,2019,12,38,11,1,2,1,0,5,0
Avonte Maddox,DB,2019,12,38,9,1,2,1,0,10,0
Josh Sweat,LB,2019,11,14,5,4,7,0,0,1,0
Marquis Haynes,LB,2019,6,4,6,1,1,0,0,0,0
D.J. Reed,DB,2019,6,7,1,0,0,1,0,2,1
Ja'Whaun Bentley,LB,2019,15,25,14,0,2,0,0,1,0
Bilal Nichols,DL,2019,12,15,12,0,1,0,0,1,0
Davontae Harris,DB,2019,8,27,5,0,0,0,0,3,0
Dane Cruikshank,DB,2019,2,1,0,0,0,0,0,0,0
Siran Neal,DB,2019,6,20,7,0,2,0,0,0,0
Andrew Brown,DL,2019,7,10,4,0,0,0,0,0,0
Jermaine Carter,LB,2019,8,16,9,0.5,2,0,0,0,0
Tim Settle,DL,2019,11,9,5,2,2,0,0,0,0
Natrell Jamerson,DB,2019,1,1,0,0,0,0,0,0,0
Kylie Fitts,LB,2019,2,0,2,0,0,0,0,0,0
Chris Covington,LB,2019,1,2,0,0,0,0,0,0,0
Foyesade Oluokun,LB,2019,14,32,24,0,2,1,0,0,0
Jack Cichy,LB,2019,1,0,1,0,0,0,0,0,0
Peter Kalambayi,LB,2019,4,7,3,0,0,0,0,0,0
Matthew Adams,LB,2019,5,7,2,0,1,0,0,0,0
Leon Jacobs,LB,2019,12,26,10,2,4,0,0,1,0
Andre Smith,LB,2019,1,1,0,0,0,0,0,0,0
Zaire Franklin,LB,2019,1,0,0,0,0,0,0,0,0
Keion Crossen,DB,2019,7,6,2,0,0,0,0,1,0
Bruce Hector,DL,2019,1,0,0,0,0,0,0,0,0
Jeremy Reaves,DB,2019,4,6,5,0,0,0,0,1,0
Chandon Sullivan,DB,2019,11,26,2,0,0,1,1,6,0
Dennis Gardeck,LB,2019,3,1,1,0,0,0,0,0,0
Ezekiel Turner,LB,2019,1,0,0,0,0,0,0,0,0
Sean Chandler,DB,2019,3,1,3,0,0,0,0,0,0
Tae Davis,LB,2019,2,3,2,0,0,0,0,0,0
Grant Haley,DB,2019,10,36,7,1,4,0,0,0,0
Levi Wallace,DB,2019,16,66,10,0,4,0,2,9,0
Tre Herndon,DB,2019,14,41,13,0,1,0,3,13,0
Corey Thompson,LB,2019,1,2,3,0,1,0,0,0,0
Tony Brown,DB,2019,2,7,3,0,0,0,0,0,0
Brandon Facyson,DB,2019,6,25,10,0,2,0,0,1,0
Kam Kelly,DB,2019,5,12,3,0,0,0,1,1,0
Charvarius Ward,DB,2019,16,56,18,0,0,1,2,10,0
John Atkins,DL,2019,11,13,7,0,0,0,0,0,0
Abdullah Anderson,DL,2019,3,3,1,1,1,0,0,0,0
Trent Harris,LB,2019,10,16,6,1.5,1,1,0,0,0
Frank Herron,DL,2019,3,1,5,0,0,0,0,0,0
J.C. Jackson,DB,2019,15,29,7,0,0,0,5,10,0
A.J. Moore,DB,2019,2,2,0,0,1,0,0,0,0
Kevin Toliver,DB,2019,3,10,2,0,0,0,0,2,0
Demone Harris,DL,2019,3,4,0,0,2,0,0,0,0
Mike Ford,DB,2019,7,8,1,0,0,0,0,2,0
Matt Dickerson,DL,2019,3,1,1,0,1,0,0,0,0
Sharif Finch,LB,2019,5,10,3,2,3,0,0,0,0
Joshua Kalu,DB,2019,2,4,0,0,0,0,0,1,0
Tremaine Edmunds,LB,2019,16,66,49,1.5,10,0,1,9,0
Leighton Vander Esch,LB,2019,9,43,29,0.5,1,1,0,3,0
Jessie Bates,DB,2019,16,71,29,0,0,1,3,9,0
Justin Jones,DL,2019,12,18,12,0,2,1,0,1,0
Armani Watts,DB,2019,6,5,2,1,1,0,0,0,0
Genard Avery,DL,2019,3,2,1,0.5,0,0,0,0,0
Darius Phillips,DB,2019,5,4,0,0,0,0,4,7,0
Robert Spillane,LB,2019,1,1,0,0,0,0,0,0,0
Dallin Leavitt,DB,2019,3,2,0,0,0,0,0,0,0
Jaire Alexander,DB,2019,16,50,8,0,2,1,2,17,0
Marcell Harris,LB,2019,6,18,16,0,0,2,0,5,0
Steven Parker,DB,2019,8,14,5,0,0,0,2,3,0
Rashaan Evans,LB,2019,16,69,42,2.5,9,0,0,0,1
Duke Dawson,DB,2019,7,15,4,0,0,0,0,2,0
Tracy Walker III,DB,2019,13,79,21,0,6,1,1,8,0
Maurice Hurst,DL,2019,13,11,7,3.5,4,0,1,3,0
Josh Jackson,DB,2019,5,6,0,0,0,0,0,0,0
Oren Burks,LB,2019,4,3,3,0,0,0,0,0,0
Shaquem Griffin,LB,2019,3,2,0,0,0,0,0,0,0
Tre Flowers,DB,2019,15,64,17,2,2,1,3,8,0
Nathan Shepherd,DL,2019,7,6,5,2,5,0,0,0,0
Chad Thomas,DL,2019,13,16,9,4,6,0,0,1,0
Vita Vea,DL,2019,14,19,16,2.5,4,0,0,3,0
Carlton Davis,DB,2019,14,53,6,0,3,1,1,19,0
Ronnie Harrison,DB,2019,14,43,27,2,2,0,2,9,0
Isaac Yiadom,DB,2019,9,28,10,0,1,0,0,4,0
Dorian O'Daniel,LB,2019,2,0,0,0,0,0,0,0,0
Harrison Phillips,DL,2019,1,1,2,0.5,0,0,0,2,0
Chris Board,LB,2019,4,3,2,0,1,1,0,0,0
Minkah Fitzpatrick,DB,2019,16,43,25,0,1,2,5,9,2
Derwin James,DB,2019,5,23,11,0,3,0,0,1,0
Cornell Armstrong,DB,2019,3,3,1,0,0,0,0,0,0
Jerome Baker,LB,2019,16,74,50,1.5,3,2,1,4,0
B.J. Hill,DL,2019,15,15,21,1,2,0,0,0,0
Ogbonnia Okoronkwo,DL,2019,5,3,3,1.5,1,0,0,0,0
Sebastian Joseph,DL,2019,15,25,19,2,5,0,0,1,0
Travin Howard,LB,2019,5,13,3,0,0,0,0,3,0
Fred Warner,LB,2019,16,89,29,3,7,3,1,9,1
Derrick Nnadi,DL,2019,15,18,30,1,3,1,1,1,0
Arden Key,LB,2019,4,3,1,2,2,0,0,0,0
Harold Landry,LB,2019,16,43,25,9,12,1,1,1,0
Rasheem Green,DL,2019,14,15,12,4,3,3,0,2,0
Bradley Chubb,LB,2019,4,16,5,1,5,1,0,1,0
Sam Hubbard,DL,2019,15,46,30,8.5,10,1,0,3,0
Sam Beal,DB,2019,5,20,6,0,1,0,0,1,0
Taven Bryan,DL,2019,13,18,15,2,5,1,0,1,0
Mike Hughes,DB,2019,13,37,6,0,1,1,1,9,0
Shaquille Leonard,LB,2019,13,71,50,5,7,2,5,7,1
R.J. McIntosh,DL,2019,9,5,8,2,2,0,0,0,0
Denzel Ward,DB,2019,12,38,6,0,1,0,2,11,1
Terrell Edmunds,DB,2019,16,71,34,0,2,0,0,3,0
Roquan Smith,LB,2019,12,65,35,2,5,0,1,2,0
James Crawford,LB,2019,1,0,1,0,0,0,0,0,0
Alexander Johnson,LB,2019,12,51,42,1.5,5,2,1,3,0
Sam Eguavoen,LB,2019,14,21,19,3.5,7,0,0,1,0
Ahmad Gooden,LB,2019,2,1,0,0,0,0,0,0,0
Ryan Bee,DL,2019,1,0,1,0,0,0,0,0,0
Malik Reed,LB,2019,12,15,9,2,4,0,0,1,0
Rashan Gary,DL,2019,10,13,8,2,3,0,0,0,0
Darnell Savage,DB,2019,14,42,13,0,1,2,2,5,0
Ben Banogu,DL,2019,10,7,4,2.5,3,1,0,1,0
Maxx Crosby,DL,2019,15,35,11,10,16,4,0,4,0
Julian Love,DB,2019,6,28,7,0,5,1,1,3,0
Sheldrick Redwine,DB,2019,7,22,11,0,0,0,0,2,0
Isaiah Johnson,DB,2019,1,0,0,0,0,0,0,1,0
Dre Greenlaw,LB,2019,14,62,25,1,3,0,1,2,0
Kingsley Keke,DL,2019,9,3,7,0,0,0,0,0,0
Cameron Smith,LB,2019,2,2,4,0,0,0,0,0,0
E.J. Speed,LB,2019,1,3,3,0,1,0,0,0,0
Armon Watts,DL,2019,6,7,6,1.5,0,1,0,1,0
Marcus Epps,DB,2019,3,5,1,0,0,0,0,0,0
Josiah Tauaefa,LB,2019,1,3,0,0,2,0,0,0,0
Kevin Givens,DL,2019,1,1,0,0,0,0,0,0,0
J.T. Hassell,DB,2019,1,3,0,0,0,0,0,0,0
Jonathan Harris,DL,2019,4,4,4,0,0,0,0,0,0
Bryan Mone,DL,2019,2,0,4,0,0,0,0,0,0
Nate Meadors,DB,2019,1,2,0,0,0,0,0,0,0
Gerald Willis,DL,2019,2,0,2,0,0,0,0,0,0
Keisean Nixon,DB,2019,3,3,0,0,0,0,0,1,0
Marquise Blair,DB,2019,6,19,6,0,0,2,0,1,0
Ugochukwu Amadi,DB,2019,3,5,2,0,0,0,0,0,0
Ben Burr-Kirven,LB,2019,1,0,0,0,0,0,0,0,0
Mack Wilson,LB,2019,15,55,25,1,4,1,1,7,0
Rashad Fenton,DB,2019,6,9,3,0,0,0,1,4,0
Kris Boyd,DB,2019,7,11,1,0,2,0,0,1,0
Azeez Al-Shaair,LB,2019,6,6,5,0,0,0,0,0,0
Shakial Taylor,DB,2019,3,6,1,0,0,0,0,1,0
Isaiah Buggs,DL,2019,3,2,1,0,0,0,0,0,0
Ed Oliver,DL,2019,15,24,19,5,5,1,0,2,0
Christian Wilkins,DL,2019,16,30,26,2,3,0,0,2,0
Byron Murphy,DB,2019,16,66,12,0,3,0,1,10,0
Sean Murphy-Bunting,DB,2019,14,36,7,1,1,1,3,8,1
Jahlani Tavai,LB,2019,14,36,21,2,5,1,1,2,0
Joejuan Williams,DB,2019,4,3,1,0,0,0,0,1,0
Lonnie Johnson,DB,2019,12,31,7,0,0,0,0,7,0
Trysten Hill,DL,2019,4,4,1,0,1,0,0,0,0
