player_display_name,position,season,games,tackles,assisted_tackles,sacks,tfl,forced_fumbles,def_interceptions,pass_deflections,def_tds
Zach Allen,DL,2019,3,6,2,0,1,0,0,0,0
Chauncey Gardner-Johnson,DB,2019,15,35,11,0,6,1,1,8,0
Anthony Nelson,LB,2019,6,1,7,0,0,1,0,1,0
Kendall Sheffield,DB,2019,14,30,13,0,0,0,0,3,0
Christian Miller,DL,2019,2,2,1,2,2,0,0,0,0
Renell Wren,DL,2019,8,4,4,0,0,0,0,0,0
Drue Tranquill,LB,2019,12,50,14,0,4,0,0,1,0
John Cominsky,DL,2019,6,3,8,0.5,0,0,0,2,0
Amani Oruwariye,DB,2019,5,17,1,0,0,0,2,3,0
Andrew Van Ginkel,LB,2019,6,9,2,1,4,0,0,0,0
Blake Cashman,LB,2019,7,27,13,0.5,3,0,0,1,0
Byron Cowart,DL,2019,2,1,1,0,0,0,0,0,0
Charles Omenihu,DL,2019,11,8,5,3,2,2,0,2,0
Joe Jackson,DL,2019,5,2,2,0,0,0,0,1,0
Jordan Miller,DB,2019,3,3,1,0,0,0,0,0,0
Cole Holcomb,LB,2019,16,70,31,1,6,3,0,1,0
Saquan Hampton,DB,2019,1,1,0,0,1,0,0,0,0
Jaquan Johnson,DB,2019,1,3,0,0,0,0,0,0,0
David Long Jr.,LB,2019,4,8,4,0,2,1,0,1,0
Blessuan Austin,DB,2019,7,19,6,0,0,1,0,4,0
Darryl Johnson,LB,2019,5,6,5,1,2,0,0,0,0
Jimmy Moreland,DB,2019,12,32,10,0,1,0,0,4,0
Dontavius Russell,DL,2019,2,3,1,0,0,0,0,0,0
Cortez Broughton,DL,2019,2,4,1,0,0,0,0,0,0
Ken Webster,DB,2019,8,17,2,0,0,0,0,1,0
C.J. Moore,DB,2019,2,1,0,0,0,0,0,0,0
Anthony Pittman,LB,2019,1,0,1,0,0,0,0,0,0
Kevin Strong,DL,2019,4,3,2,0,0,0,0,1,0
Montre Hartage,DB,2019,3,5,2,0,0,0,0,1,0
Jonathan Ledbetter,DL,2019,1,1,3,0.5,0,0,0,0,0
Nik Needham,DB,2019,12,41,13,1,1,1,2,11,0
Tae Hayes,DB,2019,2,4,3,0,0,0,0,2,0
Brandon Rusnak,DB,2019,2,1,0,0,0,0,0,0,0
Andrew Wingard,DB,2019,8,14,5,1,0,1,0,0,0
T.J. Edwards,LB,2019,10,11,11,0,0,0,0,0,0
Anthony Rush,DL,2019,6,6,3,0,3,0,0,2,0
Carl Granderson,DL,2019,5,7,3,1,2,0,0,0,0
Porter Gustin,DL,2019,6,7,5,1,1,0,0,0,0
Shy Tuttle,DL,2019,12,8,10,2,3,0,1,4,0
Justin Phillips,LB,2019,1,2,2,0,0,0,0,0,0
Roderic Teamer,DB,2019,6,30,10,1,1,0,1,2,0
Jordan Kunaszyk,LB,2019,2,1,1,0,0,0,0,0,0
Jamal Davis,DL,2019,1,0,0,0,0,0,0,0,0
Albert Huggins,DL,2019,3,0,3,0,0,0,0,0,0
Nate Brooks,DB,2019,3,10,1,0,0,0,0,2,0
Miles Brown,DL,2019,4,2,2,0,1,0,0,0,0
Kyron Brown,DB,2019,1,5,0,0,0,0,0,0,0
Kyle Phillips,DL,2019,13,21,18,1.5,7,0,0,1,0
Isaiah Mack,DL,2019,6,4,4,1.5,1,0,0,0,0
Derick Roberson,LB,2019,2,4,1,3,3,0,0,0,0
Devin Bush,LB,2019,16,72,37,1,9,1,2,4,1
Khari Willis,DB,2019,14,53,18,0,2,0,0,1,0
Austin Bryant,DL,2019,4,2,6,0,0,0,0,0,0
Deionte Thompson,DB,2019,7,14,4,0,0,0,0,0,0
Ryan Connelly,LB,2019,4,10,10,1,2,0,2,2,0
Marvell Tell,DB,2019,7,19,3,0,0,1,0,5,0
Emeke Egbule,LB,2019,1,2,0,0,0,0,0,0,0
Michael Dogbe,DL,2019,5,3,2,0,1,0,0,0,0
Noah Dawkins,LB,2019,1,0,0,0,0,0,0,0,0
Deyon Sizer,DL,2019,1,0,1,0,0,0,0,0,0
Kareem Orr,DB,2019,1,8,0,0,0,0,0,0,0
Tuzar Skipper,LB,2019,3,0,2,0.5,0,0,0,0,0
Justin Hollins,LB,2019,11,12,9,1,1,0,0,2,0
Natrez Patrick,LB,2019,3,2,0,0,0,0,0,0,0
Troy Reeder,LB,2019,11,32,21,0,0,1,0,0,0
Juan Thornhill,DB,2019,16,41,16,0,0,0,3,5,1
Amani Hooker,DB,2019,6,8,4,0,0,0,0,0,0
Corey Ballentine,DB,2019,6,20,5,0,0,0,0,2,0
Alex Brown,DB,2019,1,0,0,0,0,0,0,0,0
L.J. Collier,DL,2019,3,2,1,0,0,0,0,0,0
Rock Ya-Sin,DB,2019,15,53,8,0,2,0,1,5,0
Greedy Williams,DB,2019,12,37,9,0,2,0,0,2,0
Josh Hines-Allen,DL,2019,16,30,13,10.5,11,2,0,0,0
Jeffery Simmons,DL,2019,9,18,14,2,4,0,0,1,0
Sione Takitaki,LB,2019,7,12,4,0,0,0,0,0,0
Montez Sweat,DL,2019,16,31,19,7,8,2,0,2,0
Jaylon Ferguson,LB,2019,12,20,11,2.5,6,0,0,1,0
Chase Winovich,DL,2019,15,12,8,5.5,4,0,0,0,0
Will Harris,DB,2019,12,26,10,1,1,0,0,3,0
Khalen Saunders,DL,2019,10,13,9,1,0,0,0,1,0
Taylor Rapp,DB,2019,15,61,38,0,3,0,2,8,1
David Long,DB,2019,6,8,1,0,0,0,0,2,0
Greg Gaines,DL,2019,6,6,7,0.5,0,0,0,0,0
Nick Scott,DB,2019,1,1,1,0,0,0,0,0,0
Cody Barton,LB,2019,6,5,12,0,0,0,0,1,0
Jerry Tillery,DL,2019,12,9,8,2,3,0,0,0,0
Dre'Mont Jones,DL,2019,7,8,6,3.5,3,0,1,2,0
Quincy Williams,LB,2019,9,30,18,0,2,0,0,0,0
Mike Edwards,DB,2019,13,33,12,1,3,0,0,6,0
Dexter Lawrence,DL,2019,16,24,14,2.5,3,1,0,1,0
Deandre Baker,DB,2019,16,48,13,0,2,0,0,8,0
Bobby Okereke,LB,2019,15,43,15,1,2,1,0,2,0
Clelin Ferrell,DL,2019,14,24,14,4.5,8,0,0,5,0
Johnathan Abram,DB,2019,1,1,4,0,0,0,0,1,0
Trayvon Mullen,DB,2019,13,40,8,0,0,0,1,10,0
Duke Shelley,DB,2019,3,0,0,0,0,0,0,0,0
Germaine Pratt,LB,2019,15,47,25,0,4,0,0,0,0
Jamel Dean,DB,2019,10,16,5,0,1,0,2,17,0
Jalen Thompson,DB,2019,12,44,12,0,0,0,1,3,0
Devin White,LB,2019,13,58,33,2.5,4,3,1,3,2
Oshane Ximines,LB,2019,13,11,13,4.5,5,0,0,1,0
Brian Burns,LB,2019,12,17,6,7.5,5,1,0,0,1
Mazzi Wilkins,DB,2019,2,3,0,0,0,0,0,0,0
Nick Bosa,DL,2019,16,32,15,9,16,1,1,2,0
Quinnen Williams,DL,2019,11,15,13,2.5,4,0,0,1,0
Thomas Davis,LB,2020,5,5,1,0,0,0,0,1,0
Tramon Williams,DB,2020,4,10,3,0,0,0,0,1,0
Johnathan Joseph,DB,2020,10,28,4,0,2,1,1,6,0
Domata Peko,DL,2020,6,6,10,0,0,0,0,0,0
Calais Campbell,DL,2020,11,18,10,4,5,0,0,6,0
Brandon Carr,DB,2020,1,1,0,0,0,0,0,0,0
Steve McLendon,DL,2020,13,15,16,0,2,0,0,0,0
Malcolm Jenkins,DB,2020,16,69,22,2.5,7,1,3,10,0
Jason McCourty,DB,2020,14,30,11,0,0,0,0,3,0
Tramaine Brock,DB,2020,1,5,0,0,0,0,0,0,0
Anthony Levine,DB,2020,5,3,0,0,0,0,0,0,0
Devin McCourty,DB,2020,16,45,23,0,2,0,2,6,1
Carlos Dunlap,LB,2020,15,20,12,6,8,0,0,4,0
Sean Lee,LB,2020,8,11,9,0,0,0,0,0,0
Corey Peters,DL,2020,9,10,5,2,3,0,0,1,0
Everson Griffen,DL,2020,14,18,15,6,7,0,0,4,0
Geno Atkins,DL,2020,2,1,0,0,0,0,0,0,0
Sherrick McManis,DB,2020,3,1,0,0,0,0,1,1,0
Ndamukong Suh,DL,2020,15,27,17,6,9,1,0,2,0
Joe Haden,DB,2020,14,44,8,0,2,0,2,12,1
Tyson Alualu,DL,2020,14,17,21,2,4,1,0,5,0
Brandon Graham,DL,2020,16,35,11,8,13,2,0,0,0
Jason Pierre-Paul,DL,2020,14,34,21,9.5,7,4,2,6,0
Kareem Jackson,DB,2020,16,67,22,0,1,0,1,4,0
Jerry Hughes,DL,2020,14,19,10,4.5,4,2,1,3,1
Patrick Robinson,DB,2020,7,11,3,0,1,0,2,4,0
Linval Joseph,DL,2020,15,33,29,0,3,0,0,0,0
Andrew Sendejo,DB,2020,14,50,16,0,0,1,0,2,0
Patrick Peterson,DB,2020,16,52,9,0,0,0,3,8,0
Aldon Smith,DL,2020,15,31,17,5,5,0,0,2,1
J.J. Watt,DL,2020,16,36,16,5,14,2,1,7,1
Robert Quinn,LB,2020,13,14,6,2,0,3,0,0,0
Ryan Kerrigan,DL,2020,10,9,8,5.5,5,0,0,1,0
Corey Liuget,DL,2020,4,2,2,1,2,0,0,0,0
Adrian Clayborn,DL,2020,8,6,6,3.5,3,1,0,1,0
Cameron Jordan,DL,2020,16,34,17,7.5,11,1,0,3,0
Jimmy Smith,DB,2020,11,23,4,1,2,0,0,1,0
Cameron Heyward,DL,2020,15,30,24,4,7,0,1,3,0
Jabaal Sheard,DL,2020,8,10,9,1.5,2,1,0,1,0
Brooks Reed,LB,2020,2,2,1,1,1,0,0,0,0
Marcus Gilchrist,DB,2020,1,3,0,0,0,0,0,0,0
Justin Houston,LB,2020,14,19,6,8,8,1,0,0,0
Jurrell Casey,DL,2020,3,7,7,0,1,0,0,3,0
Allen Bailey,DL,2020,10,8,7,1.5,2,0,0,0,0
K.J. Wright,LB,2020,16,60,26,2,11,1,1,10,0
Buster Skrine,DB,2020,12,52,14,0,1,1,0,3,0
Richard Sherman,DB,2020,5,16,2,0,1,0,1,1,0
Pernell McPhee,LB,2020,14,26,8,3,3,0,0,1,0
Lawrence Guy,DL,2020,13,37,20,2,4,0,0,0,0
Malcolm Smith,LB,2020,15,49,23,1,3,1,1,2,0
Chris Harris,DB,2020,9,25,12,0.5,1,0,1,2,0
Josh Bynes,LB,2020,16,53,46,1,5,0,0,2,0
Nick Bellore,LB,2020,1,0,0,0,0,0,0,0,0
Mario Addison,DL,2020,14,21,9,5,7,0,0,4,0
Craig Robertson,LB,2020,1,2,0,0,0,0,0,0,0
Rodney McLeod,DB,2020,13,43,22,0,3,0,1,7,1
Michael Thomas,DB,2020,5,6,7,0,0,0,0,0,0
Tashaun Gipson,DB,2020,15,48,18,0,0,0,2,7,0
L.J. Fort,LB,2020,14,28,18,0,2,1,0,2,1
Damon Harrison,DL,2020,4,3,6,0,0,1,0,0,0
Julian Stanford,LB,2020,2,1,2,0,0,0,0,0,0
Bruce Irvin,LB,2020,2,4,1,0,1,0,0,0,0
Tahir Whitehead,LB,2020,13,27,24,0,0,0,1,1,0
George Iloka,DB,2020,1,4,1,0,1,0,0,0,0
Melvin Ingram,LB,2020,6,5,5,0,0,0,1,2,0
Bobby Wagner,LB,2020,16,81,57,3,7,0,0,8,0
Casey Hayward,DB,2020,13,36,5,0,0,0,1,8,0
Mike Daniels,DL,2020,9,7,10,0,1,0,0,0,0
Josh Norman,DB,2020,5,21,3,0,2,1,1,4,1
Billy Winn,DL,2020,5,2,4,0,0,0,0,2,0
Tavon Wilson,DB,2020,8,17,3,0,2,0,0,1,0
Vinny Curry,DL,2020,10,12,4,3,3,0,0,0,0
Justin Bethel,DB,2020,3,0,0,0,0,0,0,0,0
Stephon Gilmore,DB,2020,11,30,7,0,1,1,1,3,0
Dre Kirkpatrick,DB,2020,14,53,3,0,0,0,3,7,0
Lavonte David,LB,2020,16,82,35,1.5,12,3,1,6,0
Malik Jackson,DL,2020,14,15,13,2.5,6,0,0,2,0
Nate Ebner,DB,2020,2,2,0,0,0,0,0,1,0
Danny Trevathan,LB,2020,16,67,46,1,3,1,0,5,0
Chandler Jones,DL,2020,5,5,6,1,1,0,0,0,0
Derek Wolfe,DL,2020,13,19,32,1,6,0,0,2,0
Harrison Smith,DB,2020,16,54,35,0.5,2,0,5,10,0
Demario Davis,LB,2020,16,73,46,4,10,0,0,5,0
Jack Crawford,DL,2020,13,20,8,2,3,1,0,0,0
Michael Brockers,DL,2020,15,21,30,5,5,0,0,0,0
Tyrone Crawford,DL,2020,10,7,7,2,2,0,0,0,0
Whitney Mercilus,DL,2020,11,12,9,4,5,0,0,1,0
Kyle Wilber,LB,2020,2,3,1,0,0,0,0,0,0
Fletcher Cox,DL,2020,14,28,13,6.5,9,1,0,1,0
Akiem Hicks,DL,2020,15,30,19,3.5,7,0,0,1,0
Janoris Jenkins,DB,2020,13,44,11,0,2,0,3,12,1
Dontari Poe,DL,2020,3,3,4,0,0,0,0,0,0
Olivier Vernon,DL,2020,13,24,12,9,12,1,0,3,0
Chris Banjo,DB,2020,9,33,14,0,1,0,0,1,0
Will Compton,LB,2020,6,8,6,0,0,0,0,0,0
Mike Purcell,DL,2020,5,10,5,1,2,0,0,0,0
Abry Jones,DL,2020,5,4,4,0,0,0,0,0,0
LaRoy Reynolds,LB,2020,4,3,1,0,0,1,0,1,0
Brandon Copeland,LB,2020,4,5,5,0,1,0,0,0,0
Nickell Robey,DB,2020,14,37,7,0,2,1,0,1,0
Kenny Vaccaro,DB,2020,13,62,21,1,6,0,0,5,0
Darius Slay,DB,2020,15,53,6,0,2,0,1,6,0
Johnathan Hankins,DL,2020,15,27,21,1,1,0,0,0,0
Jon Bostic,LB,2020,16,61,57,3,6,0,1,3,0
Damontre Moore,DL,2020,7,4,3,1,1,1,0,0,0
John Jenkins,DL,2020,10,7,14,0,0,0,0,1,0
Micah Hyde,DB,2020,14,48,22,0,1,0,1,5,0
Jordan Poyer,DB,2020,16,85,33,2,4,2,2,5,0
Damion Square,DL,2020,12,9,11,1,1,0,0,0,0
Bradley McDougald,DB,2020,7,22,13,0,0,0,0,3,0
Jeff Heath,DB,2020,10,27,7,0,1,0,3,4,0
A.J. Bouye,DB,2020,7,21,2,0,0,0,0,6,0
Jahleel Addae,DB,2020,6,12,5,0.5,0,0,1,2,0
Benson Mayowa,LB,2020,12,19,5,6,7,2,0,3,0
Kevin Minter,LB,2020,5,10,3,0,0,0,0,1,0
Duron Harmon,DB,2020,16,52,18,0,0,0,2,5,0
William Gholston,DL,2020,16,24,20,3,8,0,0,2,0
Steven Means,LB,2020,12,21,17,3,3,2,0,0,0
Akeem Spence,DL,2020,5,3,6,0,0,0,0,0,0
Logan Ryan,DB,2020,16,66,25,1,1,3,1,9,0
Jamie Collins,LB,2020,14,55,46,1,6,3,1,6,0
Vince Williams,LB,2020,14,47,23,3,14,0,0,0,0
John Simon,DL,2020,16,34,19,2,4,0,0,3,0
Kawann Short,DL,2020,3,3,3,0,0,0,0,0,0
Margus Hunt,DL,2020,9,7,2,1,3,0,0,4,0
Tyrann Mathieu,DB,2020,15,48,14,0,3,0,6,9,1
A.J. Klein,LB,2020,15,52,21,5,5,2,0,4,0
Shawn Williams,DB,2020,7,7,2,0,0,0,0,1,0
Jamar Taylor,DB,2020,7,20,2,1,2,0,2,3,0
Nicholas Williams,DL,2020,12,12,11,1,2,0,0,2,0
Alex Okafor,DL,2020,10,9,7,3,1,1,0,0,0
Brandon Williams,DL,2020,11,19,14,0,2,0,0,2,0
Alec Ogletree,LB,2020,2,3,0,0,3,0,0,0,0
Blidi Wreh-Wilson,DB,2020,6,5,3,0,1,0,3,4,0
Dion Jordan,DL,2020,11,11,6,3,3,1,0,1,0
Barkevious Mingo,LB,2020,13,18,11,2.5,3,0,0,2,0
Desmond Trufant,DB,2020,6,16,4,1,1,0,1,4,0
D.J. Swearinger,DB,2020,7,12,1,0,0,0,0,1,0
D.J. Hayden,DB,2020,5,15,3,0,1,0,0,1,0
Sheldon Richardson,DL,2020,15,35,29,4.5,5,1,0,3,0
Xavier Rhodes,DB,2020,16,35,7,0,0,0,2,12,1
Datone Jones,DL,2020,1,2,0,0,0,0,0,0,0
Sylvester Williams,DL,2020,6,4,5,0,0,0,0,2,0
Daniel Sorensen,DB,2020,15,68,23,0,2,2,3,5,1
Jayrone Elliott,LB,2020,1,3,1,1,2,0,0,0,0
Mike Pennel,DL,2020,10,13,16,0,0,0,0,0,0
Joe Thomas,LB,2020,8,27,18,0,3,0,0,2,0
Josh Mauro,DL,2020,2,3,2,1,1,0,0,0,0
Kerry Hyder,DL,2020,16,30,19,8.5,10,0,0,0,0
Aaron Lynch,LB,2020,5,5,1,1,1,0,0,1,0
Phillip Gaines,DB,2020,7,18,6,0,0,0,0,1,0
Ross Cockrell,DB,2020,5,9,2,0,1,0,0,1,0
Khalil Mack,DL,2020,15,29,21,9,11,3,1,3,0
Kyle Fuller,DB,2020,16,52,13,0,0,1,1,8,0
Bashaud Breeland,DB,2020,11,30,8,0,1,1,2,9,0
DaQuan Jones,DL,2020,16,29,20,2,4,1,0,0,0
Dontae Johnson,DB,2020,6,14,5,1,1,0,0,3,0
Caraun Reid,DL,2020,3,3,2,0,0,0,0,0,0
Terrance Mitchell,DB,2020,16,54,11,0,2,3,0,13,0
Shaquil Barrett,LB,2020,14,43,14,8,11,2,0,3,0
Zach Kerr,DL,2020,11,11,21,2,2,1,0,2,0
Adarius Taylor,LB,2020,7,9,7,0,1,0,0,0,0
Brandon Dunn,DL,2020,12,12,14,0,0,0,0,0,0
Christian Jones,LB,2020,15,28,22,0,2,0,0,1,0
Timmy Jernigan,DL,2020,2,0,1,0,0,0,0,0,0
Jaylen Watkins,DB,2020,2,7,0,0,0,0,0,0,0
Cassius Marsh,LB,2020,6,10,2,0,0,0,0,0,0
Nevin Lawson,DB,2020,14,47,13,1,1,2,0,4,0
Brent Urban,DL,2020,13,17,19,2.5,2,0,0,1,0
Ricardo Allen,DB,2020,12,18,7,0,1,0,2,5,0
Daniel McCullers,DL,2020,3,3,5,0,0,0,0,0,0
Malcolm Butler,DB,2020,16,86,14,0,1,0,4,14,0
Devon Kennard,LB,2020,11,15,4,3,5,0,0,0,0
Shamar Stephen,DL,2020,16,20,14,0.5,2,0,0,0,0
K'Waun Williams,DB,2020,7,17,5,2,5,1,0,4,0
Denico Autry,DL,2020,13,20,13,7.5,9,0,0,0,0
Anthony Barr,LB,2020,1,6,0,0,0,0,0,0,0
Jeremiah Attaochu,LB,2020,11,23,7,5,6,1,0,0,0
Tre Boston,DB,2020,16,61,34,1,3,1,1,4,0
Avery Williamson,LB,2020,14,73,38,1,3,0,1,3,0
Chris Smith,LB,2020,4,4,1,1,0,0,0,0,0
T.J. Carrie,DB,2020,12,21,6,0,1,0,2,8,1
Shelby Harris,DL,2020,11,20,12,2.5,4,1,0,7,0
Dee Ford,DL,2020,1,1,2,0,0,0,0,0,0
Jimmie Ward,DB,2020,14,43,28,0,0,2,0,4,0
Trent Murphy,DL,2020,9,15,4,2,3,0,0,0,0
Kevin Pierre-Louis,LB,2020,12,36,20,1,3,1,0,2,0
Pierre Desir,DB,2020,9,37,9,0,2,1,3,8,1
Jason Verrett,DB,2020,13,50,10,0,2,0,2,7,0
Terrence Brooks,DB,2020,10,15,5,0,0,0,0,0,0
Justin Ellis,DL,2020,9,6,11,0,0,0,0,1,0
Anthony Hitchens,LB,2020,13,44,34,0,2,0,0,1,0
C.J. Goodwin,DB,2020,4,0,1,0,0,0,0,0,0
Kyle Van Noy,LB,2020,14,46,23,6,10,2,0,6,0
Christian Kirksey,LB,2020,11,46,31,2,2,0,2,4,0
Jadeveon Clowney,LB,2020,8,14,5,0,4,1,0,4,0
Bradley Roby,DB,2020,9,33,4,0,2,0,1,7,0
Darqueze Dennard,DB,2020,8,28,8,0,2,0,1,5,0
Aaron Donald,DL,2020,15,27,18,13.5,14,4,0,1,0
Lamarcus Joyner,DB,2020,14,53,13,0,6,0,0,5,0
Adrian Phillips,DB,2020,16,74,33,1,7,0,2,4,0
Demarcus Lawrence,DL,2020,16,34,24,6.5,11,4,0,2,0
Stephon Tuitt,DL,2020,14,33,12,11,10,2,0,3,0
Todd Davis,LB,2020,8,15,19,1,2,0,0,2,0
Efe Obada,DL,2020,16,10,8,5.5,4,1,0,0,0
Kevin Johnson,DB,2020,12,22,12,0.5,0,1,0,3,0
Shaq Thompson,LB,2020,16,64,50,0,6,2,0,5,0
Benardrick McKinney,LB,2020,4,19,18,0,1,0,0,1,0
Eric Kendricks,LB,2020,11,69,38,0,4,0,3,6,0
Eric Rowe,DB,2020,16,66,25,0,1,0,2,11,0
Nate Orchard,DL,2020,1,0,2,0,0,0,0,0,0
Jordan Phillips,DL,2020,7,10,1,2,1,2,0,1,0
Trey Flowers,LB,2020,6,12,10,2,3,2,0,1,0
Za'Darius Smith,DL,2020,16,35,17,12.5,12,4,0,2,0
Grady Jarrett,DL,2020,16,27,25,4,8,0,0,0,0
Adrian Amos,DB,2020,16,65,18,2,4,0,2,9,0
Bobby McCain,DB,2020,14,39,7,0,0,0,1,5,0
David Mayo,LB,2020,9,12,8,0,2,1,0,0,0
Tye Smith,DB,2020,6,10,4,0,1,0,0,1,0
Quandre Diggs,DB,2020,16,42,22,0,0,0,5,10,0
Christian Covington,DL,2020,16,14,25,0,0,0,0,0,0
Edmond Robinson,LB,2020,3,1,2,0,0,0,0,0,0
Darryl Roberts,DB,2020,10,34,5,0,1,0,1,6,0
Justin Hamilton,DL,2020,5,3,7,0,0,0,0,0,0
Xavier Williams,DL,2020,10,11,13,1,0,0,0,0,0
Neville Hewitt,LB,2020,16,89,42,2,6,1,0,4,0
Troy Hill,DB,2020,16,55,22,0,1,1,3,10,3
DeShawn Williams,DL,2020,14,20,17,2,4,0,1,3,0
Justin Coleman,DB,2020,9,22,7,0,3,0,0,1,0
Anthony Harris,DB,2020,16,58,46,0,2,0,0,7,0
James Vaughters,LB,2020,12,12,7,1.5,2,0,0,0,0
Deshazor Everett,DB,2020,7,20,8,0,0,1,0,4,0
Dean Marlowe,DB,2020,10,13,3,1.5,2,0,2,3,0
Alex Singleton,LB,2020,14,72,42,2,5,0,1,1,1
Bryce Callahan,DB,2020,10,36,6,0,1,0,2,5,0
Leonard Williams,DL,2020,16,29,28,11.5,14,0,0,1,0
Preston Smith,DL,2020,15,29,13,4,7,0,0,3,1
Carl Davis,DL,2020,2,3,0,0,1,0,0,0,0
Tyeler Davison,DL,2020,14,15,21,0.5,2,0,0,0,0
Anthony Chickillo,LB,2020,8,7,4,1,1,0,0,1,0
Rakeem Nunez-Roches,DL,2020,13,7,13,0,0,0,0,0,0
De'Vante Bausby,DB,2020,6,20,0,0,0,0,0,5,0
David Irving,DL,2020,2,2,2,0,0,0,0,0,0
Quinton Dunbar,DB,2020,6,28,2,0,2,0,1,5,0
Curtis Riley,DB,2020,2,6,2,0,0,0,0,0,0
Dante Fowler,LB,2020,13,12,11,3,4,1,0,1,0
Jaquiski Tartt,DB,2020,6,19,9,0,1,0,1,4,0
P.J. Williams,DB,2020,13,29,8,0,0,0,1,2,0
Nick Dzubnar,LB,2020,2,1,0,0,0,0,0,0,0
Tyrell Adams,LB,2020,13,75,47,2,5,2,0,4,0
Denzel Perryman,LB,2020,12,25,23,1,3,1,0,1,0
Angelo Blackson,DL,2020,12,15,9,2.5,4,0,0,0,0
Kwon Alexander,LB,2020,12,39,18,1,3,2,0,4,0
Markus Golden,LB,2020,16,17,16,4.5,6,1,1,3,0
Jordan Hicks,LB,2020,16,78,40,0,11,0,1,4,0
Danny Shelton,DL,2020,12,15,22,1,2,0,0,1,0
Bud Dupree,LB,2020,10,23,8,8,8,2,0,2,0
Steven Nelson,DB,2020,15,43,5,0,2,0,2,9,0
T.Y. McGill,DL,2020,5,3,6,0.5,1,0,0,0,0
Arik Armstead,DL,2020,15,29,20,3.5,6,0,0,3,0
Marcus Peters,DB,2020,14,46,6,1,1,4,4,9,0
Ronald Darby,DB,2020,16,43,12,0,1,0,0,16,0
Randy Gregory,LB,2020,8,15,6,3.5,4,3,0,1,0
Frank Clark,LB,2020,15,21,8,6,8,0,0,2,0
Damien Wilson,LB,2020,13,43,27,0,3,1,0,1,0
Byron Jones,DB,2020,14,28,9,0,0,1,2,4,0
Vic Beasley,LB,2020,4,3,1,0,1,1,0,0,0
Bryce Hager,LB,2020,2,11,7,0.5,1,0,0,1,0
Damarious Randall,DB,2020,2,1,1,0,0,0,0,0,0
Malcom Brown,DL,2020,12,9,18,1,3,0,0,0,0
Landon Collins,DB,2020,7,24,17,2,3,1,1,1,0
Mario Edwards,DL,2020,11,11,6,4,6,0,0,1,0
Henry Anderson,DL,2020,14,19,23,0.5,4,0,0,0,0
Erik Harris,DB,2020,13,40,16,0,1,1,0,5,0
Tyler Matakevich,LB,2020,3,9,4,0,0,0,0,2,0
DeForest Buckner,DL,2020,15,37,21,9.5,10,2,0,3,0
Eli Apple,DB,2020,1,3,1,0,0,0,0,0,0
Keanu Neal,DB,2020,15,74,24,1,9,0,1,2,0
Kamalei Correa,LB,2020,7,5,4,0,0,0,0,1,0
Jarran Reed,DL,2020,15,20,18,6.5,5,1,0,1,0
Deion Jones,LB,2020,16,73,33,4.5,9,1,2,6,1
Mackensie Alexander,DB,2020,12,32,15,0,1,0,1,6,0
De'Vondre Campbell,LB,2020,16,69,30,2,7,1,0,3,0
Hassan Ridgeway,DL,2020,6,9,2,1,2,0,0,0,0
Juston Burris,DB,2020,13,34,19,0,3,0,1,4,0
Blake Martinez,LB,2020,16,86,65,3,9,2,1,5,0
Rashard Robinson,DB,2020,4,13,7,0,0,0,0,0,0
Dean Lowry,DL,2020,14,14,22,3,2,0,0,2,0
Matt Judon,LB,2020,14,32,18,6,9,0,0,2,0
Quinton Jefferson,DL,2020,13,14,9,3,3,1,0,1,0
D.J. Reader,DL,2020,5,8,11,0,1,0,0,2,0
Kamu Grugier-Hill,LB,2020,9,17,6,1,1,0,0,0,0
Elandon Roberts,LB,2020,13,33,28,1.5,8,1,0,0,0
Stephen Weatherly,LB,2020,8,7,10,0,1,0,0,0,0
Jayron Kearse,DB,2020,11,38,18,0,0,1,0,2,0
Eddie Yarbrough,DL,2020,4,5,3,0,0,0,0,0,0
Matthias Farley,DB,2020,6,6,10,0,0,0,0,3,0
Justin Zimmer,DL,2020,11,13,8,1,3,1,0,0,0
Mike Hilton,DB,2020,11,41,9,3,8,1,3,7,0
Jarrod Wilson,DB,2020,12,45,24,0,2,0,1,3,0
Charles Washington,DB,2020,1,2,1,0,0,0,0,1,0
Trevon Coley,DL,2020,6,9,5,1,3,0,0,0,0
Woodrow Hamilton,DL,2020,3,2,1,0,0,0,0,0,0
Jonathan Jones,DB,2020,16,60,11,0,0,1,2,6,0
Cre'von LeBlanc,DB,2020,8,19,3,1,1,1,0,2,0
Sharrod Neasman,DB,2020,9,15,5,1,2,0,0,0,0
Brian Poole,DB,2020,9,34,10,1,2,0,2,7,0
Romeo Okwara,DL,2020,16,32,12,10,11,3,0,1,0
Brandin Bryant,DL,2020,1,1,0,0,0,0,0,0,0
Roy Robertson-Harris,DL,2020,8,7,3,0,1,0,0,0,0
Morgan Fox,DL,2020,12,20,6,6,8,1,0,2,0
Cory Littleton,LB,2020,14,54,25,0,4,0,0,0,0
Brennan Scarlett,LB,2020,9,15,9,0,0,0,0,0,0
Vernon Hargreaves,DB,2020,16,61,11,0,1,0,1,7,0
Sheldon Rankins,DL,2020,11,13,7,1.5,3,0,0,1,0
Chris Jones,DL,2020,22,41,14,7.5,3,2,0,4,0
Austin Johnson,DL,2020,12,8,10,1,2,1,0,1,0
Tavon Young,DB,2020,1,2,0,0,0,0,0,0,0
